emp_no,first_name,last_name,title,from_date,to_date
292374,Shridhar,Chvatal,Staff,1990-05-09,1995-08-27
292404,Hongzue,Zultner,Senior Staff,1990-02-22,9999-01-01
292504,Georgi,Bednarek,Engineer,1994-03-02,9999-01-01
292515,Bernd,Thummel,Assistant Engineer,1989-08-03,9999-01-01
292828,Ziya,Tokunaga,Senior Engineer,1986-01-08,9999-01-01
292901,Shuky,Journel,Senior Engineer,1985-02-14,1995-04-27
293080,Hideyuki,Slaats,Senior Staff,1987-05-30,9999-01-01
293154,Syozo,Maliniak,Senior Staff,1993-06-06,9999-01-01
293280,Moti,Steenbeek,Engineer,1987-01-22,9999-01-01
293329,Fumiya,Griswold,Engineer,1986-06-12,9999-01-01
293746,Sanjay,Litecky,Engineer,1995-08-27,9999-01-01
293752,Jungsoon,Bail,Senior Staff,1986-02-18,9999-01-01
294144,Takanari,Ermel,Staff,1992-01-11,9999-01-01
294241,Marl,Fiebach,Senior Staff,1994-07-26,9999-01-01
294446,Claudi,Ruemmler,Staff,1999-08-13,9999-01-01
294461,Siddarth,Rosiles,Senior Engineer,1985-11-18,9999-01-01
294527,Ashish,Candan,Senior Staff,1992-02-02,9999-01-01
294652,Hironobu,Brodie,Engineer,1998-12-21,9999-01-01
294791,Vesna,Lammel,Assistant Engineer,1999-10-08,9999-01-01
294857,Caolyn,Ozeri,Engineer,1986-07-29,9999-01-01
294996,Tomoyuki,Vigier,Senior Staff,1991-07-08,2000-03-08
295030,Fun,Keirsey,Senior Staff,1985-07-09,9999-01-01
295236,Kauko,Fujisawa,Senior Engineer,1987-09-13,9999-01-01
295254,Xuejun,Pfau,Senior Staff,1985-07-24,9999-01-01
295255,Jacopo,Bellone,Technique Leader,1988-03-13,9999-01-01
295262,Moon,Pews,Assistant Engineer,1994-08-06,9999-01-01
295268,Eben,Calkin,Staff,1996-12-19,9999-01-01
295278,Val,Barvinok,Senior Engineer,1990-01-02,9999-01-01
295411,Chiranjit,Serot,Staff,1997-04-04,9999-01-01
295476,Shawna,Chiodo,Engineer,1999-01-22,1999-04-05
295857,Kankanahalli,Ciolek,Staff,1989-12-26,9999-01-01
296062,Shaz,Driscoll,Staff,1998-10-03,9999-01-01
296303,Mariangiola,Heyers,Technique Leader,1992-08-04,9999-01-01
296428,Charmane,Simmen,Staff,1989-03-07,9999-01-01
296610,Pranav,Berztiss,Senior Engineer,1990-10-06,1996-09-09
296621,Bokyung,Plump,Technique Leader,1986-07-05,1989-04-27
296664,Dipayan,Geffroy,Senior Engineer,1987-09-17,9999-01-01
296687,Palash,Spieker,Staff,1991-05-11,9999-01-01
296718,Kamakshi,Bahl,Senior Engineer,1987-12-22,9999-01-01
296962,Wilmer,Luke,Technique Leader,1987-02-13,1999-02-15
297008,Boutros,Awdeh,Staff,1985-11-07,1988-07-11
297232,Lokesh,Saoudi,Senior Staff,1999-05-25,9999-01-01
297243,Tesuya,Mansanne,Senior Staff,1993-10-08,1997-06-01
297431,Cathie,Ratnakar,Senior Staff,1996-06-23,9999-01-01
297474,Irena,Terkki,Staff,1998-03-11,9999-01-01
297804,Vasilis,Ginneken,Engineer,1985-09-13,1990-04-08
297905,Marc,Bahl,Assistant Engineer,1997-06-18,9999-01-01
297954,Sailaja,Fujisaki,Assistant Engineer,1995-07-24,9999-01-01
298339,King,Benzmuller,Engineer,1986-09-04,9999-01-01
298479,Kamakshi,Badache,Staff,1996-06-11,1999-03-11
298577,Florina,Litecky,Senior Staff,1985-12-02,9999-01-01
298953,Zita,Syang,Staff,1998-12-29,9999-01-01
299346,Fumitake,Sichman,Senior Staff,1991-02-21,9999-01-01
299580,Luisa,Itzfeldt,Engineer,1997-01-23,9999-01-01
299718,Denny,Shobatake,Senior Staff,1997-06-22,9999-01-01
299737,Patricio,Itzfeldt,Senior Staff,1985-05-21,9999-01-01
400046,Hilari,Christ,Senior Staff,1996-10-07,9999-01-01
400344,Yishai,Sessa,Engineer,1996-08-21,2000-09-30
400358,Angus,Jullig,Engineer,1989-04-13,9999-01-01
400683,Kamakshi,Manders,Staff,1995-08-05,9999-01-01
400780,Poornachandra,Asser,Engineer,1993-11-07,9999-01-01
400796,Bodo,Halevi,Engineer,1996-05-30,9999-01-01
401154,Danae,Kragelund,Staff,1987-05-20,9999-01-01
401278,Oguz,Schurmann,Assistant Engineer,1986-11-11,9999-01-01
401333,Martins,Shokrollahi,Senior Engineer,1986-11-04,9999-01-01
401364,Pranay,Kambil,Senior Staff,1999-07-30,2002-04-06
401420,Florian,Uhrig,Senior Staff,1987-01-31,9999-01-01
401574,Yannik,Falco,Technique Leader,1988-01-15,9999-01-01
402025,Shigehito,Duclos,Engineer,1987-09-20,9999-01-01
402102,Kersti,Granlund,Engineer,1995-03-19,9999-01-01
402223,Fai,Breugel,Staff,1995-02-27,1999-10-08
402664,Subhada,Janetzko,Senior Engineer,1987-01-25,9999-01-01
402718,Jeanna,Rettelbach,Senior Engineer,1990-02-14,9999-01-01
402827,Weidon,Pollacia,Senior Staff,2002-03-24,9999-01-01
403010,Toshimitsu,Sluis,Senior Engineer,1985-02-18,9999-01-01
403237,Muneo,Gunderson,Engineer,1985-12-08,1993-09-19
403455,Marko,Velardi,Engineer,1992-11-22,2001-08-27
403621,Deborah,Kaminger,Staff,1988-06-04,9999-01-01
403644,Krisda,Hainaut,Senior Staff,1995-07-08,9999-01-01
403954,Jeanna,Bratten,Senior Engineer,1990-07-26,9999-01-01
404018,Valery,Babb,Senior Engineer,1998-10-19,9999-01-01
404236,Zengping,Kakkar,Engineer,1988-07-22,9999-01-01
404462,Anestis,Setlzner,Senior Engineer,1985-07-13,9999-01-01
404573,Eberhardt,Spelt,Staff,1997-07-05,9999-01-01
404755,Manu,Junet,Senior Staff,1991-04-20,9999-01-01
404788,Basem,Beausoleil,Engineer,1998-03-16,9999-01-01
404879,Jeanne,Kaminger,Engineer,1987-07-21,1991-04-21
405015,Morris,Fargier,Senior Staff,1988-06-29,9999-01-01
405063,Yechezkel,Yurov,Senior Engineer,2001-11-16,9999-01-01
405372,Masami,Merro,Senior Staff,1988-09-23,1999-08-31
406125,Georgi,Portugali,Technique Leader,1987-09-27,9999-01-01
406239,Marek,Tomescu,Engineer,1995-05-15,9999-01-01
406249,Naraig,Snyers,Senior Engineer,1986-12-03,1992-05-19
406299,Kitty,Kolvik,Engineer,1991-10-07,1995-04-29
406537,Martien,Ranum,Senior Engineer,1993-03-15,1999-05-18
406564,Parviz,Picco,Engineer,1995-04-16,9999-01-01
406714,Malu,Ossenbruggen,Senior Staff,1986-11-21,9999-01-01
406847,Alexius,Crouzet,Staff,1999-10-05,9999-01-01
407522,Tommaso,Raczkowsky,Staff,1996-08-29,9999-01-01
407837,Fei,Erez,Engineer,1988-04-02,9999-01-01
408019,Shridhar,Chleq,Engineer,1986-03-22,9999-01-01
408114,Geoffrey,Ladret,Engineer,1994-01-03,9999-01-01
408163,Irene,Sethi,Senior Engineer,2000-08-12,9999-01-01
408417,Tsz,Daescu,Staff,1994-09-28,9999-01-01
408435,Bikash,Vilarrasa,Staff,1999-03-26,2000-12-29
408437,Uno,Solares,Senior Staff,1994-09-22,9999-01-01
408447,Mayuri,Werthner,Staff,2001-02-20,9999-01-01
408654,Yongqiao,Cochrane,Senior Staff,1986-10-27,9999-01-01
408953,Jolita,Claffy,Senior Engineer,1993-12-24,9999-01-01
409112,Sahrah,Mitchem,Senior Staff,1991-03-28,2002-05-18
409391,Willard,Verspoor,Engineer,1999-02-28,9999-01-01
409712,Etsuo,Andreotta,Engineer,1992-03-28,2000-06-23
409798,Dekang,Tsunoo,Technique Leader,1995-01-19,9999-01-01
409805,Frazer,Candan,Senior Engineer,1999-03-05,9999-01-01
409898,Divier,Ishibashi,Senior Engineer,1989-09-22,9999-01-01
410028,Xiadong,McClurg,Senior Staff,1985-09-17,9999-01-01
410372,Duri,Mitina,Engineer,1990-03-04,9999-01-01
410433,Kazuhisa,Riesenhuber,Senior Engineer,1992-10-06,9999-01-01
410592,Tonia,Shigei,Staff,1993-03-13,1997-01-12
410616,Gudjon,Kalorkoti,Senior Engineer,1994-04-14,9999-01-01
410703,Kitty,Halloran,Staff,1997-11-20,2002-01-18
410804,Ronnie,Denos,Engineer,1992-06-08,9999-01-01
410881,Koichi,Grabner,Senior Engineer,2000-04-05,9999-01-01
411070,Otmar,Brandsma,Senior Engineer,1987-05-28,9999-01-01
411082,Martine,Cangellaris,Engineer,1992-04-28,9999-01-01
411143,Goncalo,Barbanera,Senior Staff,1996-09-01,9999-01-01
411727,Weiwu,Lamma,Staff,1997-11-05,2000-11-26
411906,Anneli,Pappas,Engineer,1998-07-04,1998-09-19
412315,Geoff,Peck,Staff,1999-01-08,1999-03-26
412404,Mitsuyuki,Jeansoulin,Senior Engineer,1999-10-28,9999-01-01
412757,Leen,Peak,Engineer,1999-11-20,9999-01-01
413098,Hsiangchu,Taubenfeld,Senior Staff,1993-04-17,9999-01-01
413205,Mototsugu,Prampolini,Senior Staff,1988-06-12,9999-01-01
413554,Elvia,Schwartzburd,Engineer,1991-10-16,1995-08-25
413666,Remco,Duclos,Staff,1988-04-18,9999-01-01
413729,Harjit,Ernst,Technique Leader,1992-04-26,9999-01-01
413831,Mohamadou,Grabner,Staff,1991-11-25,9999-01-01
413832,Marco,Jahnichen,Senior Staff,1995-03-28,9999-01-01
414027,Tadanori,Msuda,Engineer,1993-02-20,9999-01-01
414091,Wuxu,Kuhnemann,Engineer,1997-08-19,9999-01-01
414461,Somnath,Bierbaum,Senior Staff,1996-12-05,2000-12-22
414543,Bernd,Anick,Senior Engineer,1988-11-19,9999-01-01
414551,Elliott,Copas,Engineer,1994-09-13,9999-01-01
414662,Ipke,Schneeberger,Engineer,1985-09-20,9999-01-01
414714,Chinho,Delgrande,Senior Staff,1996-11-07,9999-01-01
414808,Aris,Sambasivam,Senior Engineer,1988-02-21,1998-05-20
414814,Dayanand,Wielonsky,Staff,1999-02-28,9999-01-01
414897,Juyoung,Willoner,Senior Staff,1989-11-03,9999-01-01
414922,Prasadram,Piazza,Senior Engineer,1987-06-05,1997-11-04
415187,Juyoung,Peltason,Assistant Engineer,1998-09-01,9999-01-01
415234,Ewing,Baak,Engineer,1993-10-05,1993-10-19
415338,Shigeo,Emmart,Assistant Engineer,1995-12-24,9999-01-01
415363,Conal,Shackell,Senior Staff,1995-02-23,9999-01-01
415563,Mrinalini,Bierbaum,Engineer,1986-03-12,9999-01-01
416074,Alain,Lieberherr,Senior Engineer,1987-05-11,9999-01-01
416383,Nectarios,Itschner,Engineer,1990-03-02,9999-01-01
416420,Adamantios,Heemskerk,Senior Staff,1986-08-08,9999-01-01
416455,Laurentiu,Morton,Engineer,1998-12-21,1999-12-23
416492,Kannan,Meriste,Senior Engineer,1992-08-12,9999-01-01
416660,Nathalie,Luke,Assistant Engineer,1987-09-16,9999-01-01
416720,Tokuyasu,Xiaoshan,Senior Engineer,1991-09-19,9999-01-01
416877,Gio,Orsini,Staff,1988-12-07,9999-01-01
416892,Shooichi,Vandervoorde,Engineer,1996-08-16,9999-01-01
417128,Valeska,Rosenbaum,Senior Engineer,1994-05-18,1997-01-13
417435,Bouchung,Zaumen,Senior Staff,1999-01-29,9999-01-01
418239,Josyula,Motley,Senior Engineer,1996-03-26,9999-01-01
418247,Oscar,Oppitz,Senior Staff,2002-07-27,9999-01-01
418298,Arvin,Pusterhofer,Engineer,1995-03-02,9999-01-01
418309,Danel,Petereit,Engineer,1985-02-21,9999-01-01
418380,Kazuhiko,Gornas,Senior Engineer,1993-05-20,9999-01-01
418566,Kazuhide,Snedden,Senior Engineer,1996-06-14,9999-01-01
418606,Michaela,Otillio,Engineer,1994-01-05,9999-01-01
418689,Gino,Uehara,Senior Staff,1988-02-17,1991-04-09
418717,Arunachalam,Magliocco,Senior Staff,1987-12-23,9999-01-01
418860,Ymte,Dalton,Senior Staff,1992-11-22,9999-01-01
419099,Heon,Broomell,Staff,1998-05-06,9999-01-01
419388,Nikolaos,Bamford,Senior Engineer,1986-02-25,1997-09-23
419953,Ung,Orlowski,Staff,1991-07-22,9999-01-01
420086,Susuma,Kitsuregawa,Engineer,1985-05-28,9999-01-01
420476,Mariangiola,Bolsens,Senior Staff,1985-06-15,9999-01-01
420557,Mabhin,Eastman,Senior Staff,1989-08-02,9999-01-01
420599,Hidde,Riexinger,Senior Engineer,1986-11-18,1996-08-20
420681,Atilio,Rajala,Technique Leader,1999-12-01,2001-07-27
420694,Frazer,Barbanera,Staff,1986-11-04,9999-01-01
420732,Willard,Morrin,Staff,1996-05-27,9999-01-01
420759,Raimond,Solovay,Staff,1997-10-03,9999-01-01
420765,Shawna,Krider,Senior Staff,1990-03-09,9999-01-01
420877,Khosrow,Erez,Staff,1990-02-11,9999-01-01
420921,Niranjan,Lamba,Staff,1997-11-16,1998-10-10
421022,Shigeaki,Butner,Senior Staff,1996-07-13,9999-01-01
421033,Garnik,Randt,Staff,1989-12-23,9999-01-01
421039,Aemilian,Zedlitz,Engineer,1988-12-23,1993-07-16
421074,Zhaofang,Falster,Staff,1994-06-29,9999-01-01
421312,Mariangiola,Bashian,Engineer,1999-09-18,9999-01-01
421384,Renny,Bednarek,Senior Staff,1987-06-01,9999-01-01
421755,Shichao,Thiria,Senior Engineer,1989-01-11,9999-01-01
422146,Kenton,Miara,Engineer,2002-03-13,9999-01-01
422263,Abdulah,Remmele,Staff,1992-09-24,1996-07-21
422450,Junichi,Rubsam,Senior Engineer,1988-10-30,1994-03-11
422783,Jagoda,Uhrig,Engineer,1995-09-01,9999-01-01
423038,Takushi,Strehl,Senior Staff,1988-10-04,9999-01-01
423204,Uma,Stranks,Staff,1991-09-13,9999-01-01
423208,Joydip,Krone,Engineer,1995-02-08,9999-01-01
423214,Tsutomu,Tetzlaff,Staff,1987-09-24,9999-01-01
423327,Constantijn,Lichtman,Senior Staff,1994-06-26,9999-01-01
423350,Heping,Monarch,Senior Staff,1988-04-15,9999-01-01
423516,Wojceich,Butterworth,Senior Engineer,1999-11-16,2001-10-05
423633,Mariusz,Tokunaga,Senior Engineer,1985-02-11,9999-01-01
423993,Seshu,Kolvik,Technique Leader,1988-12-09,9999-01-01
424569,Danco,Luff,Engineer,1997-10-30,9999-01-01
424584,Kagan,Dredge,Engineer,1994-02-26,9999-01-01
424685,Changho,Veevers,Senior Staff,1997-03-03,9999-01-01
424714,Nathan,Vendrig,Engineer,1990-08-20,1997-03-22
424797,Theron,Itschner,Senior Staff,1985-05-16,9999-01-01
424805,Jacqueline,Zallocco,Senior Staff,1987-12-17,9999-01-01
424845,Salvador,Peres,Staff,1996-02-05,1996-11-17
424930,Xuejun,Reeker,Senior Staff,1988-11-18,9999-01-01
424984,Vasilis,Waleschkowski,Engineer,1996-05-26,9999-01-01
425437,Moni,Staudhammer,Engineer,1999-03-23,9999-01-01
425535,Alagu,Vieri,Senior Staff,1986-08-23,9999-01-01
425540,Paddy,Zumaque,Senior Staff,1995-11-12,9999-01-01
425757,Yongdong,Jiang,Senior Staff,1995-01-31,9999-01-01
425780,Paris,Range,Senior Staff,1989-10-25,9999-01-01
425830,Guther,Conia,Engineer,1999-02-13,9999-01-01
425875,Jahangir,Kroft,Staff,1990-06-11,9999-01-01
426153,Shahaf,Luce,Senior Staff,1999-04-06,9999-01-01
426168,Kaijung,Mateescu,Senior Staff,1987-11-18,9999-01-01
426228,Supot,Badache,Engineer,1996-08-17,9999-01-01
426235,Danco,Rajala,Senior Staff,1991-03-29,9999-01-01
426611,Serap,Bahi,Engineer,1986-05-15,1990-05-04
426644,Zejun,Broomell,Engineer,1995-01-19,9999-01-01
426683,Xudong,Muntz,Engineer,1991-03-08,1996-04-02
426706,Karsten,Kawashima,Senior Engineer,1994-03-15,9999-01-01
426795,Huican,Lunn,Staff,1986-07-23,9999-01-01
426818,Gaurav,Fendler,Senior Staff,1992-02-15,9999-01-01
426819,Sandeepan,Kulisch,Engineer,1997-05-16,9999-01-01
426824,Gopalakrishnan,Mawatari,Senior Staff,1997-12-07,9999-01-01
426958,Weijing,Viele,Senior Engineer,1985-10-03,9999-01-01
427313,Utpal,Kemmerer,Senior Staff,1986-12-04,9999-01-01
427320,Mamdouh,Ramamoorthy,Senior Engineer,2000-01-13,9999-01-01
427332,Feiyu,Hemaspaandra,Staff,1995-06-04,9999-01-01
427571,Torsten,Ranta,Engineer,1995-07-03,9999-01-01
427659,Mariusz,Ritcey,Engineer,1987-03-16,1991-07-01
427776,Jaques,Navazio,Senior Staff,1989-04-04,9999-01-01
427805,Haldun,Compeau,Senior Staff,1997-10-15,9999-01-01
427823,Jaques,Gecsei,Staff,1999-07-13,9999-01-01
427852,Adil,Kieras,Senior Engineer,1992-07-20,9999-01-01
428082,Ronghao,Alpin,Staff,1991-09-11,9999-01-01
428160,Jamaludin,Kalorkoti,Senior Staff,1998-09-06,9999-01-01
428195,Hatsukazu,Rosca,Senior Staff,1993-08-02,9999-01-01
428219,Ghassan,Androutsos,Senior Staff,1987-12-26,9999-01-01
428235,Chenyi,Demian,Senior Engineer,1991-08-29,2000-03-18
428294,Nimmagadda,Kusakari,Engineer,1994-01-23,1998-05-14
428917,Theron,Billawala,Assistant Engineer,1989-02-17,9999-01-01
429040,Bader,Detkin,Staff,1993-10-24,1999-07-31
429087,Hugh,Senzako,Technique Leader,1992-10-15,9999-01-01
429231,Kazuyasu,Schmiedel,Senior Staff,1985-09-07,9999-01-01
429238,Mona,Luck,Senior Staff,1989-05-11,9999-01-01
429249,Alassane,Wolniewicz,Senior Engineer,1993-11-09,9999-01-01
429316,Seshu,Hiraishi,Senior Staff,1994-08-10,9999-01-01
429381,Limsoon,Roohalamini,Senior Staff,1986-11-26,9999-01-01
429419,Adas,Chinen,Staff,1993-01-04,2002-05-15
429481,Subhada,Emmerich,Engineer,1996-03-06,9999-01-01
429520,Yongqiao,Francisci,Engineer,1999-12-01,9999-01-01
429532,Bartek,Vendrig,Senior Staff,1992-06-06,9999-01-01
429553,Tadanori,Fujisawa,Technique Leader,1999-08-07,2000-07-04
429569,Fumiya,Chappelet,Engineer,1992-09-03,9999-01-01
429703,Ung,Honglei,Staff,1986-09-02,9999-01-01
429756,Jiann,Hofmeyr,Staff,1992-02-03,1997-10-23
429899,Ranan,Marsiglia,Staff,1999-08-13,9999-01-01
429954,Renny,Gladwell,Staff,1999-02-27,9999-01-01
430054,Erzsebet,Setiz,Senior Engineer,1993-06-10,9999-01-01
430558,Xiong,Roisin,Engineer,1988-03-01,9999-01-01
430593,Janalee,Lanzelotte,Senior Staff,1997-12-01,9999-01-01
430631,Kersti,Marsiglia,Engineer,1994-02-19,9999-01-01
430891,Khalil,Gien,Senior Engineer,1991-08-06,9999-01-01
430981,Amabile,Koyama,Staff,1985-07-25,1993-05-14
431353,Bedir,Reeken,Senior Staff,1991-02-17,1998-10-25
431576,Masamitsu,Back,Senior Staff,1993-04-12,9999-01-01
431657,Visit,Thiran,Engineer,1986-11-14,9999-01-01
431759,Alassane,Ramsay,Engineer,1987-11-21,1989-04-12
431882,Hideo,Varman,Engineer,1997-06-19,9999-01-01
431887,Poorav,Ranst,Senior Engineer,1996-06-01,9999-01-01
432031,Adamantios,Matzat,Staff,1987-03-01,9999-01-01
432034,Arfst,Uehara,Senior Staff,1994-07-10,9999-01-01
432089,Irena,Gulla,Senior Engineer,1989-12-30,2002-01-11
432121,Alair,Straney,Senior Staff,1986-11-15,9999-01-01
432257,Kwangjo,Hiltgen,Engineer,1998-12-22,9999-01-01
432261,Arve,Bergere,Senior Engineer,1987-07-28,9999-01-01
432399,Nitsan,Nollmann,Engineer,1993-09-29,9999-01-01
432523,Takahiro,Maquelin,Engineer,1997-07-21,9999-01-01
432665,Flemming,Driscoll,Engineer,1994-05-28,9999-01-01
432787,Toshiko,Ibel,Senior Engineer,1996-11-23,9999-01-01
432890,Nalini,Perly,Senior Engineer,1999-03-07,2001-01-15
432956,Qunsheng,Birrer,Senior Staff,1986-05-13,9999-01-01
433059,Bojan,Montresor,Staff,1995-02-04,9999-01-01
433157,Tomofumi,Serna,Staff,1999-10-23,9999-01-01
433260,Make,Olivero,Engineer,1991-06-01,9999-01-01
433438,Keiichiro,Miyakawa,Senior Staff,1993-09-12,9999-01-01
433465,Wonhee,Benveniste,Senior Staff,1985-12-21,1987-03-23
433640,Monique,Baer,Senior Staff,1987-12-12,1996-02-13
434384,Greger,Babb,Senior Staff,1998-06-13,2002-01-18
434845,Takushi,Skogmar,Senior Staff,1985-06-07,9999-01-01
434936,Sahrah,Rosis,Engineer,1994-06-24,9999-01-01
435026,Shim,Versino,Senior Engineer,1996-12-17,1997-11-20
435042,Brigham,Borstler,Staff,1995-10-09,9999-01-01
435060,Moie,Lieblein,Staff,1996-07-12,9999-01-01
435181,Kazuhide,Fiutem,Staff,1992-05-10,9999-01-01
435226,Yinghua,Panwar,Senior Staff,1994-06-11,1996-02-26
435289,Feixiong,Schurmann,Staff,1987-02-15,9999-01-01
435305,Berthier,Pramanik,Senior Staff,1993-01-23,9999-01-01
435357,Jaques,Standera,Engineer,1997-10-02,1998-03-11
435370,Conal,Basart,Senior Staff,1991-05-17,9999-01-01
435588,Genta,Pepe,Staff,1994-04-12,9999-01-01
435602,Dietrich,Kranzdorf,Staff,1992-10-04,9999-01-01
435664,Sham,Chiodo,Senior Engineer,1997-07-28,2000-06-16
435774,Olivera,Bharadwaj,Staff,1992-04-01,9999-01-01
435791,Hercules,Speer,Engineer,1994-03-07,9999-01-01
436558,Subir,Greibach,Senior Engineer,1992-05-24,9999-01-01
436797,Ohad,Henders,Senior Staff,1990-11-03,9999-01-01
436827,Wojceich,Limongiello,Senior Staff,1988-03-10,9999-01-01
436915,Feixiong,Haraldson,Staff,1998-10-11,9999-01-01
437276,Dines,DeMori,Senior Staff,1987-12-07,9999-01-01
437369,Kazuhide,Biran,Senior Staff,1995-01-25,9999-01-01
437395,Sumant,Thambidurai,Senior Staff,1996-08-24,9999-01-01
437724,Erez,Luft,Staff,1994-12-14,9999-01-01
437870,Kerhong,Lorho,Staff,2001-03-17,9999-01-01
438038,Lena,Giaccio,Senior Staff,2001-10-03,9999-01-01
438158,Shaw,Varman,Senior Engineer,1994-12-16,1999-05-13
438264,Rasikan,Barreiro,Senior Staff,1991-09-27,9999-01-01
438557,Lidong,Swist,Engineer,1999-09-16,9999-01-01
438723,Charlene,Verspoor,Assistant Engineer,1992-03-16,2001-11-13
439377,Mari,Plessier,Senior Engineer,1997-07-04,9999-01-01
439905,Kousuke,Levasseur,Senior Staff,1990-03-16,9999-01-01
439924,Gunilla,Kisuki,Senior Staff,1994-08-14,9999-01-01
440325,Douadi,Sullins,Senior Staff,1999-09-25,9999-01-01
440435,Sandeepan,Rosti,Senior Engineer,1991-11-26,9999-01-01
440450,Tzvetan,Scharstein,Senior Staff,1994-06-16,9999-01-01
440642,Snehasis,Kalsbeek,Staff,1988-01-06,9999-01-01
440870,Filipp,Hasham,Senior Staff,1996-10-14,9999-01-01
440937,Fabrizio,Usery,Senior Staff,1992-10-13,9999-01-01
440997,Manton,Schapiro,Senior Staff,1991-03-26,2001-01-31
441197,Miquel,Legleitner,Senior Staff,1985-06-28,9999-01-01
441536,Chinho,Collette,Senior Engineer,1995-10-09,9999-01-01
441651,Aimee,Billawala,Engineer,1989-02-20,1995-08-24
441954,Leszek,Marchegay,Engineer,1999-06-13,9999-01-01
441965,Claudi,Heijenga,Staff,1988-08-30,9999-01-01
442002,Ravishankar,Baig,Senior Staff,1992-03-17,9999-01-01
442096,Martijn,DiGiano,Senior Engineer,1990-06-15,9999-01-01
442312,Zengping,Cusworth,Engineer,1991-06-07,9999-01-01
442490,Navid,Luke,Engineer,1994-10-17,9999-01-01
442653,Mona,Hebden,Engineer,1995-10-20,9999-01-01
442700,Siddarth,Masada,Staff,1997-08-11,9999-01-01
442704,Terresa,Milicia,Engineer,1995-07-26,1997-11-21
442898,Aksel,Gire,Engineer,1999-06-27,9999-01-01
443108,Christfried,Atrawala,Senior Staff,1998-11-29,9999-01-01
443339,Shir,Krone,Staff,1996-10-02,1998-09-07
443485,Marke,Klerer,Senior Staff,1990-04-14,9999-01-01
443632,Bernd,Conia,Staff,1999-11-25,2002-04-25
443841,Shaw,Kading,Staff,1992-07-16,9999-01-01
443873,Vatsa,Ramsay,Senior Staff,2000-06-16,9999-01-01
444070,Heping,Skrikant,Staff,1990-11-27,9999-01-01
444099,Kousuke,Worfolk,Staff,1988-03-22,9999-01-01
444208,Irena,Cesareni,Senior Staff,1985-10-30,9999-01-01
444228,Xinglin,Busillo,Senior Engineer,1998-10-08,1999-06-11
444465,Prasadram,Bultermann,Senior Engineer,1998-10-25,9999-01-01
444487,Udi,Rullman,Senior Engineer,1994-04-09,9999-01-01
444643,Berna,Schonegge,Staff,1998-06-28,9999-01-01
445067,Eldridge,Kawashima,Engineer,1990-02-27,9999-01-01
445152,Heping,Peac,Senior Staff,1985-03-20,9999-01-01
445201,Randi,Alblas,Staff,1992-05-02,2000-01-27
445226,Oscar,Baumann,Engineer,1987-01-22,9999-01-01
445456,Apostol,Gruenwald,Engineer,1998-08-04,2000-03-18
445514,Tuval,Albarhamtoshy,Technique Leader,1990-09-24,1999-10-28
445570,Van,Nations,Technique Leader,1986-08-11,9999-01-01
445723,Gaurav,Roison,Staff,1991-07-12,9999-01-01
445941,Masako,Dechter,Technique Leader,1985-09-25,9999-01-01
445950,Ebru,Valtorta,Engineer,1992-12-09,9999-01-01
446121,Fay,Cochrane,Staff,1999-12-13,9999-01-01
446306,Hercules,Kabayashi,Senior Engineer,1991-06-10,9999-01-01
446424,DAIDA,Nooteboom,Engineer,1985-11-24,9999-01-01
446785,Yuping,Papastamatiou,Engineer,1988-08-30,1992-01-16
446897,Takahiro,Dalton,Technique Leader,1992-09-30,9999-01-01
446959,Aram,Passino,Senior Engineer,1995-01-28,9999-01-01
447018,Dannz,Miara,Engineer,1992-12-04,9999-01-01
447135,Gennady,Rouquie,Senior Staff,1989-08-24,9999-01-01
447191,Dmitri,Rousseau,Engineer,1995-06-19,1997-05-26
447232,Aleksander,Schaaf,Senior Staff,2000-01-10,9999-01-01
447290,Maria,Miculan,Engineer,1993-04-12,1998-05-08
447376,Kirk,Zongker,Staff,1999-12-10,9999-01-01
447544,Stabislas,Kakkad,Senior Staff,1989-02-19,9999-01-01
447599,Heeju,Kemmerer,Technique Leader,1991-12-26,1996-02-15
447613,Paris,Restivo,Engineer,1986-11-21,9999-01-01
447877,Make,Heuser,Senior Engineer,1988-07-02,9999-01-01
447931,Martijn,Jeong,Senior Staff,1990-12-14,9999-01-01
447966,Kamakshi,Hebert,Engineer,1997-01-17,9999-01-01
447982,Shiv,Baezner,Senior Engineer,1990-12-17,9999-01-01
447999,Shiv,Vilarrasa,Engineer,1990-08-01,9999-01-01
448165,Anyuan,Schwaller,Staff,1993-08-31,2001-05-06
448769,Mong,Dichev,Technique Leader,1997-10-11,9999-01-01
448900,Mart,Talmor,Staff,1999-05-11,9999-01-01
448918,Chiradeep,Arlazarov,Engineer,1989-10-06,9999-01-01
448994,Haldun,Syang,Staff,1997-02-11,9999-01-01
449189,Jahangir,Bernatsky,Senior Staff,1995-09-30,9999-01-01
449815,Fumitaka,Quittner,Staff,1988-04-20,9999-01-01
449966,Mabry,Knightly,Staff,1994-01-04,2001-03-06
449984,Hinrich,Perin,Senior Engineer,1985-11-20,9999-01-01
450184,Selwyn,Henseler,Senior Engineer,1993-03-09,9999-01-01
450255,Udo,Waymire,Technique Leader,1986-06-14,9999-01-01
450309,Gill,Orlowska,Technique Leader,1986-12-25,9999-01-01
450371,Eldridge,Pargaonkar,Senior Engineer,1992-08-03,1999-09-04
450421,Selwyn,Munoz,Engineer,1989-07-05,1992-10-07
